,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1888,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,508,23,3,1,44,2,1,3,5886,7747,1,23,3,4,2,4,3,3,4,2,0,3
1889,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,31,0,885,3,3,3,61,2,1,4,5097,10515,4,16,3,1,1,10,3,3,6,3,1,5
1890,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,30,0,629,3,4,2,64,3,3,4,16935,10557,1,20,3,1,0,11,2,3,11,2,0,8
1891,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,30,1,1150,25,5,3,73,3,1,4,5546,11825,5,17,3,4,0,7,2,3,3,2,1,2
1892,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,20,1,1009,2,2,1,66,3,2,3,5564,9358,1,13,3,4,0,2,3,3,2,0,0,1
1893,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,31,0,252,22,4,3,52,3,3,3,13412,16523,0,13,3,4,0,11,3,3,10,8,7,9
1894,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,58,0,258,29,3,1,87,4,4,4,19618,14074,3,14,4,1,1,33,3,3,2,0,0,1
1895,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,51,0,691,29,4,2,78,3,4,3,22546,26278,0,17,3,3,1,29,2,2,28,10,15,8
1896,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,31,0,1488,2,3,3,51,3,1,3,5564,25326,0,15,3,4,0,13,2,3,12,7,6,8
1897,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,61,0,530,28,3,3,71,3,3,4,15266,6705,4,21,3,3,0,23,5,3,19,13,13,12
1898,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,896,2,2,1,59,3,1,2,8070,13871,5,14,3,3,3,21,2,3,6,0,0,5
1899,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,47,0,1040,2,3,1,93,2,4,2,23361,5970,6,15,4,4,0,27,2,2,4,2,0,2
1900,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,36,0,878,22,3,4,38,3,1,4,7230,15998,0,16,3,2,0,7,2,3,6,4,4,4
1901,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,55,0,666,8,4,3,59,3,2,3,6780,2823,7,12,4,4,0,20,3,2,2,0,0,1
1902,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,35,0,1115,2,4,4,53,3,1,1,5768,14470,3,13,3,1,1,15,3,3,8,3,5,8
1903,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,47,0,1449,10,3,3,37,1,3,4,14071,23361,2,21,3,3,1,16,3,2,4,2,1,3
1904,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,32,0,228,9,1,3,44,3,3,2,15648,6689,1,27,3,3,1,14,6,3,14,8,0,9
1905,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,34,1,1232,15,1,2,36,2,3,3,18610,11992,7,14,3,4,0,16,2,3,8,6,7,8
1906,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,34,1,663,10,1,1,96,2,1,4,6408,15717,7,14,3,4,3,9,2,3,5,3,1,4
1907,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,31,0,144,7,1,4,66,3,1,2,5983,2967,0,15,3,4,0,5,3,2,4,2,1,3
1908,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,36,0,685,16,3,4,88,2,4,1,13132,2125,4,14,4,1,0,11,2,2,9,7,0,1
1909,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,32,1,1400,20,3,1,58,1,1,3,12824,12241,3,13,3,1,0,13,2,3,2,0,0,1
1910,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,1,995,23,3,2,52,4,1,2,12950,8202,9,16,3,3,3,12,2,2,4,2,0,3
1911,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,43,0,664,5,2,2,51,3,1,2,5093,15970,4,18,3,3,1,9,4,3,3,2,2,1
1912,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,37,0,1474,10,4,2,48,2,3,3,14980,21526,1,16,4,3,0,11,3,4,11,3,9,8
1913,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,23,1,845,4,1,3,45,3,1,3,6894,23398,5,17,3,2,0,5,3,4,3,2,1,3
1914,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,49,0,1427,2,5,2,46,3,2,4,7051,11031,2,15,3,3,1,15,2,2,10,7,6,8
1915,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,56,0,1271,18,5,1,62,2,4,4,22335,24835,3,25,3,4,0,38,2,3,11,9,7,8
1916,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,42,0,1479,10,2,4,55,1,2,3,9230,20156,7,15,4,3,0,17,3,4,15,3,1,11
1917,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,36,0,703,1,3,2,94,2,2,4,7717,10942,9,12,4,2,0,16,2,3,12,9,6,10
1918,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,41,0,975,6,3,2,54,3,3,1,18237,5630,7,17,3,2,0,23,3,2,21,6,5,14
1919,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,40,0,1093,8,1,3,56,3,1,2,6755,15850,1,12,3,1,1,9,3,3,9,3,0,8
1920,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,32,0,1181,2,1,2,92,3,2,2,9582,8509,4,14,3,1,0,11,2,3,7,5,0,6
1921,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,43,0,720,24,3,4,70,3,3,4,12406,13384,1,23,3,1,1,11,5,3,11,9,5,9
1922,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,46,0,427,2,3,4,49,3,2,4,7805,14862,0,20,4,1,1,10,3,3,9,7,3,8
1923,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27,1,201,17,4,2,45,2,2,4,5741,8416,0,12,3,2,1,9,2,3,8,7,1,1
1924,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,30,0,1102,19,3,4,55,3,2,4,7262,12482,4,13,3,2,2,9,2,3,4,2,1,3
1925,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,34,0,833,1,5,1,88,3,4,3,21684,14363,4,21,3,3,1,11,2,3,7,1,0,6
1926,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,0,895,7,3,3,43,2,3,3,16557,8504,9,23,3,4,1,11,3,3,6,4,0,2
1927,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,19,1,929,5,3,2,41,4,1,3,4878,16374,1,15,3,4,0,1,3,2,1,0,0,1
1928,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,41,0,591,28,3,3,51,3,3,2,15932,21141,3,17,3,2,1,21,2,3,2,0,0,2
1929,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,42,0,1018,2,4,1,91,2,2,4,9811,23016,2,18,4,4,0,11,3,3,9,7,0,8
1930,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27,0,791,29,2,1,99,2,2,3,7306,7505,5,13,3,3,2,9,5,3,1,0,0,1
1931,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36,0,111,1,3,1,56,3,2,4,7859,5594,1,17,3,4,0,6,3,2,6,4,0,4
1932,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,35,0,328,21,4,4,83,2,2,2,8337,20420,1,13,4,2,0,11,3,4,11,7,5,8
1933,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,27,1,1017,24,3,3,60,2,1,3,5340,20715,1,19,3,3,0,2,3,3,2,0,0,1
1934,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,38,0,672,1,3,2,57,3,3,3,12491,8891,4,19,3,3,0,13,3,2,7,5,1,3
1935,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,0,1219,18,1,1,39,4,4,2,16027,26314,5,13,3,3,0,29,3,1,3,2,1,3
1936,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,0,1454,2,5,2,49,3,4,2,22095,19737,7,18,3,3,1,23,2,3,19,16,11,9
1937,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,38,0,1349,9,4,1,62,2,3,4,13834,21519,1,15,3,3,1,10,6,3,10,5,7,8
1938,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,53,0,813,6,2,4,90,2,2,2,8577,22656,3,13,3,3,2,19,3,2,11,9,6,10
1939,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,33,1,797,11,4,4,81,3,2,1,7707,21509,8,13,4,2,0,7,2,3,5,2,1,3
1940,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,25,0,1199,24,3,4,75,2,1,3,5400,18899,0,14,3,1,2,4,3,4,3,2,2,2
1941,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,1452,10,3,3,79,2,2,4,12824,18092,3,20,4,4,1,19,4,1,2,0,0,1
1942,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38,0,1162,1,4,2,49,3,2,4,9447,16612,6,13,4,3,1,9,2,3,7,5,4,4
1943,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,50,0,587,18,4,4,44,3,5,2,28502,24624,1,22,4,1,1,32,5,3,32,9,0,10
1944,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,25,0,1195,23,3,2,48,3,1,4,5725,5242,1,12,3,1,2,7,3,1,7,5,1,5
1945,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,27,0,996,28,2,1,30,3,2,3,9272,13008,1,21,3,1,2,7,5,2,6,3,1,5
1946,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,25,0,699,17,2,4,88,3,1,2,5127,19299,1,22,3,1,1,2,2,4,2,0,0,1
1947,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,51,0,153,3,3,1,68,3,4,1,5500,24001,1,13,3,1,1,33,2,3,33,5,10,8
1948,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,26,0,182,13,1,2,85,2,1,1,5096,22653,1,12,3,4,0,8,1,3,8,4,0,7
1949,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,25,1,346,7,3,1,63,2,1,1,5886,15170,1,17,4,4,1,7,4,1,7,3,1,3
1950,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,31,1,852,12,4,2,75,1,1,4,5033,16840,1,19,3,3,1,2,2,3,2,0,0,1
1951,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,35,0,1122,1,2,2,87,3,1,3,6622,8423,1,14,3,4,1,7,3,2,7,5,1,4
1952,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,1,1256,13,4,2,40,3,2,1,7233,23910,2,18,3,1,0,10,2,3,4,1,1,3
1953,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,36,0,646,25,2,1,74,3,2,3,6681,14871,4,15,3,4,0,10,3,2,4,2,0,3
1954,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,32,0,288,6,4,1,50,3,2,1,8460,9655,4,23,3,1,2,14,4,3,8,7,5,8
1955,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,436,10,4,1,32,2,1,2,5187,2851,0,13,3,3,2,7,5,3,6,3,0,4
1956,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,38,0,881,2,3,4,62,3,2,1,12602,22789,4,12,3,1,1,18,3,3,4,0,1,1
1957,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,0,504,3,3,4,99,3,1,4,5836,18725,1,14,3,2,0,2,0,2,2,0,0,1
1958,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,1065,3,4,3,96,2,1,2,7089,23726,1,14,3,3,2,11,4,3,11,2,2,3
1959,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,44,0,871,10,4,2,45,4,4,4,22127,17053,4,16,4,3,1,22,3,3,2,0,0,1
1960,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,39,0,1232,6,1,3,30,3,1,4,5619,12982,3,18,3,4,0,9,3,2,1,0,0,1
1961,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,44,0,1396,2,5,4,74,3,2,4,8679,14506,3,14,3,3,1,11,3,4,9,7,4,8
1962,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,49,0,1283,1,4,4,82,3,4,4,20902,10224,7,13,3,2,1,22,3,2,4,2,0,3
1963,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,45,0,1381,28,4,1,32,3,1,4,8985,5200,4,12,3,2,0,11,1,2,3,2,0,3
1964,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,35,0,1112,16,3,3,94,4,1,1,5579,15178,1,19,4,2,2,9,3,1,9,2,0,7
1965,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,1,1418,26,1,3,43,2,1,4,6041,17663,0,12,4,3,1,6,3,2,5,3,0,3
1966,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,22,0,1117,14,1,3,85,2,1,4,6447,3297,1,12,3,4,0,4,2,3,4,2,1,3
1967,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,45,0,362,6,4,4,50,2,4,2,25013,4386,4,14,3,2,1,27,2,3,3,2,0,2
1968,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,23,0,688,1,1,1,75,3,1,3,5773,23779,0,21,3,1,0,4,3,3,3,2,2,3
1969,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,34,0,1229,3,4,3,60,3,2,1,10104,13535,0,13,3,3,0,7,3,3,6,0,1,3
1970,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,33,0,1403,6,4,1,61,2,2,4,9322,21728,1,13,3,2,1,7,2,3,7,4,0,6
1971,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,31,0,1459,10,3,3,41,2,1,3,5083,23258,1,21,4,4,1,2,2,3,2,0,0,1
1972,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,54,0,1431,10,1,4,78,4,2,3,11381,25258,7,21,3,4,0,19,2,3,15,7,8,11
1973,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,35,0,570,3,5,2,30,2,1,3,5691,4267,1,13,3,3,1,11,4,3,11,9,8,9
1974,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,46,1,821,3,4,1,70,3,2,4,7286,4892,2,15,3,2,2,6,4,1,2,1,0,1
1975,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,27,0,575,7,3,3,83,3,1,2,5659,9129,1,14,3,4,1,4,2,3,4,2,0,3
1976,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,38,0,121,27,3,3,45,2,3,4,14434,13364,1,17,3,1,1,11,2,3,11,7,7,9
1977,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,30,0,526,8,2,2,48,3,2,3,8561,14977,1,15,3,2,1,7,5,2,7,0,1,3
1978,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,36,0,267,1,4,2,78,2,2,4,9646,18168,1,14,3,3,0,18,3,4,18,11,11,9
1979,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,1311,2,3,3,83,3,2,4,10725,2094,3,24,3,1,1,16,2,2,14,11,4,8
1980,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,55,0,932,1,4,3,54,4,2,4,13725,17810,2,16,4,3,1,17,1,3,10,7,7,2
1981,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,37,0,986,10,2,2,96,3,2,4,11847,16577,2,12,4,4,1,14,2,3,4,2,0,3
1982,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28,0,775,7,4,1,93,3,1,1,5045,25291,0,14,3,3,0,6,0,3,5,2,1,2
1983,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,21,1,1398,1,1,4,30,3,1,4,4009,18697,1,12,3,2,0,2,5,4,2,0,1,2
1984,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,34,1,313,8,3,1,98,3,1,4,6348,19170,1,12,3,3,0,11,3,3,11,8,9,8
1985,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,36,0,1396,6,3,3,78,3,1,4,4281,18256,1,19,3,4,2,2,3,3,2,0,0,1
1986,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24,0,1242,22,3,1,50,3,1,1,5819,22673,2,17,3,3,1,6,3,4,4,2,0,3
1987,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,26,0,465,1,3,4,79,3,2,4,7851,17519,0,23,3,4,1,5,4,3,4,2,1,3
1988,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,39,0,979,10,4,4,56,2,2,3,7028,12388,0,21,3,2,0,9,2,1,8,7,0,6
1989,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,0,593,2,4,2,76,3,1,3,5720,19100,1,19,3,4,1,11,5,3,11,7,2,9
1990,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,49,0,922,1,1,2,99,2,2,2,11120,4821,3,13,3,1,0,13,3,3,3,2,2,3
1991,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28,0,635,3,1,4,31,2,2,1,7647,26376,1,21,3,4,2,7,3,2,7,5,0,5
1992,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38,0,1343,9,2,4,90,3,1,1,7680,11868,3,18,3,3,0,5,2,4,2,0,0,1
1993,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,51,0,823,1,1,4,65,3,1,2,6221,23300,1,12,3,2,3,21,3,3,21,8,3,9
1994,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0,1069,19,3,4,46,3,1,2,11621,18089,1,15,3,2,0,10,3,3,9,7,7,8
1995,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,25,1,1362,9,2,1,42,2,2,4,7577,16047,9,15,3,3,0,5,3,1,3,2,2,1
1996,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,40,0,1076,9,4,4,39,2,2,4,7553,25233,1,12,4,4,0,21,4,2,21,7,11,11
1997,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,33,0,1311,2,3,4,60,2,2,1,8396,22952,1,13,3,3,0,11,2,2,11,7,0,9
1998,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,51,1,334,8,2,2,62,3,2,3,9796,22174,3,15,4,3,1,19,4,1,5,3,1,4
1999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,1147,6,4,2,95,2,2,3,10625,10225,0,14,3,4,0,11,4,2,10,7,1,9
2000,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28,0,143,3,2,3,90,2,3,3,12412,9096,1,13,3,4,0,10,3,3,10,7,0,8
2001,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,0,1153,10,2,3,92,2,3,4,16159,26767,3,17,3,1,0,11,6,2,8,7,7,8
2002,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,48,0,1355,7,4,4,62,3,2,3,7960,12287,2,13,3,3,0,21,2,2,8,7,1,8
2003,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,41,0,129,6,4,4,83,3,3,3,15475,14561,5,23,3,4,1,21,2,3,19,13,1,13
2004,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,54,0,548,24,3,3,73,3,2,1,17814,23163,3,20,3,3,0,33,3,3,6,1,1,4
2005,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,42,0,571,1,4,2,69,3,4,4,24641,5518,3,17,3,4,3,24,2,2,22,6,12,7
2006,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,61,0,1287,8,4,1,35,3,2,4,8405,18300,8,15,3,2,0,11,1,3,3,2,2,3
2007,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28,0,723,3,2,4,60,3,3,3,13793,7246,1,23,3,4,2,10,4,2,10,7,1,8
2008,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,42,0,120,4,3,4,82,2,4,2,24689,4187,1,14,3,4,1,23,3,2,23,7,2,11
2009,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,51,0,890,5,4,4,71,2,1,4,6875,10732,7,16,3,1,1,5,2,1,3,2,2,3
2010,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,29,1,156,1,2,1,67,4,1,3,5216,5207,7,14,3,4,0,11,4,3,8,7,3,8
2011,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,37,0,693,3,3,1,48,3,3,3,16713,19494,9,16,3,4,1,11,2,3,9,7,0,6
2012,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,39,0,782,15,3,3,88,1,3,4,12861,26820,4,16,3,1,0,11,4,3,2,0,0,1
2013,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,45,0,147,1,3,1,84,1,1,4,6708,25043,2,15,4,3,0,10,5,2,6,2,1,5
2014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48,0,322,8,3,4,100,3,4,2,19270,9834,9,14,3,3,2,29,2,3,23,2,11,14
2015,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,31,0,408,6,5,3,39,1,2,4,8304,15830,7,24,3,4,1,11,2,3,9,7,7,8
2016,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,30,0,746,3,3,3,58,2,1,4,5642,12145,1,12,3,4,0,2,6,3,2,0,0,1
2017,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,43,1,721,14,3,1,73,2,1,4,5759,20898,6,13,3,1,0,8,2,2,3,2,2,3
2018,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,44,0,641,2,3,3,51,2,2,4,9804,4652,3,19,3,1,1,8,5,3,3,2,2,3
2019,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,192,8,2,1,86,2,1,1,9142,19921,3,12,3,4,0,11,2,3,6,1,4,4
2020,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,24,0,1269,1,1,3,81,3,1,4,5500,19715,1,15,3,3,1,6,2,3,5,3,0,3
2021,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,40,0,542,9,3,4,95,2,2,3,9389,6599,9,16,3,4,1,13,3,3,9,3,3,7
2022,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,57,0,1372,19,3,2,45,4,1,4,14103,7501,7,12,4,3,0,31,1,3,11,7,1,2
2023,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,41,0,1125,3,1,2,98,2,1,2,5342,7508,0,21,3,1,0,6,2,4,5,2,2,4
2024,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,776,9,3,4,76,3,2,4,9811,21632,8,20,4,1,0,10,2,3,8,6,0,8
2025,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,0,916,9,3,3,74,3,1,4,5297,2912,1,15,3,4,2,3,2,2,3,2,2,3
2026,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,54,0,655,3,3,3,71,4,2,4,5450,11983,2,18,4,3,0,20,4,3,3,2,2,3
2027,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,0,1368,2,4,3,32,2,2,1,8093,7660,2,12,4,2,1,17,2,2,2,0,0,1
2028,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,33,0,1343,24,4,4,32,3,2,2,8309,11314,1,16,3,2,2,11,2,3,11,8,4,8
2029,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,39,0,103,2,5,2,47,4,1,1,6057,15174,6,14,3,2,1,7,0,3,2,0,0,2
