Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,1001,Research & Development,2,4,Life Sciences,1,271,4,Male,33,3,3,Manufacturing Director,1,Married,11553,10425,9,Y,No,16,3,2,80,0,15,3,2,2,0,0,1
39,No,Travel_Rarely,1309,Research & Development,29,3,Technical Degree,1,273,4,Male,72,3,3,Manufacturing Director,1,Married,11261,13257,3,Y,No,20,3,1,80,1,10,3,4,8,7,1,8
28,No,Travel_Frequently,857,Research & Development,1,1,Technical Degree,1,274,3,Male,31,4,2,Manufacturing Director,3,Married,7298,2755,5,Y,No,20,3,3,80,1,7,1,3,3,2,2,1
50,No,Non-Travel,371,Research & Development,18,4,Life Sciences,1,275,4,Male,81,3,2,Manufacturing Director,4,Divorced,9804,6227,1,Y,Yes,16,3,4,80,2,8,0,3,8,7,1,8
35,No,Travel_Frequently,334,Research & Development,10,4,Medical,1,277,4,Male,42,3,1,Research Scientist,4,Divorced,6815,3698,1,Y,Yes,18,3,1,80,1,6,4,3,6,3,2,1
41,No,Travel_Rarely,954,Research & Development,19,2,Medical,1,281,3,Male,58,3,2,Laboratory Technician,2,Married,5741,21782,8,Y,Yes,16,3,3,80,1,16,2,3,8,2,3,8
39,Yes,Travel_Rarely,1380,Research & Development,29,1,Medical,1,282,2,Male,55,2,1,Healthcare Representative,3,Married,9673,19394,7,Y,Yes,20,3,2,80,0,18,2,2,2,0,0,1
30,Yes,Travel_Rarely,1385,Sales,27,3,Marketing,1,283,2,Female,46,2,3,Sales Executive,3,Married,12639,3487,1,Y,No,24,3,4,80,3,11,3,3,11,4,1,10
23,No,Travel_Rarely,1137,Research & Development,5,3,Life Sciences,1,284,4,Male,72,2,1,Research Scientist,3,Married,5328,14242,1,Y,Yes,17,3,3,80,1,5,2,3,5,2,2,3
37,No,Travel_Frequently,1411,Research & Development,18,1,Medical,1,286,2,Female,67,2,1,Laboratory Technician,1,Single,5153,2243,1,Y,Yes,14,4,3,80,0,9,2,3,9,1,1,8
41,No,Non-Travel,895,Research & Development,9,5,Life Sciences,1,287,4,Male,97,3,2,Healthcare Representative,2,Married,7876,12430,9,Y,No,15,3,3,80,1,6,5,3,4,2,0,3
47,No,Travel_Rarely,1086,Research & Development,1,4,Medical,1,288,4,Male,48,4,2,Healthcare Representative,3,Divorced,12396,13305,7,Y,No,17,3,3,80,1,18,3,2,5,2,0,4
33,Yes,Travel_Rarely,798,Sales,4,4,Medical,1,291,4,Male,81,2,3,Sales Executive,2,Married,15400,12368,1,Y,No,13,3,3,80,0,15,2,3,15,8,9,9
31,No,Non-Travel,988,Research & Development,1,1,Life Sciences,1,292,3,Male,39,3,3,Manufacturing Director,2,Single,13474,5456,1,Y,Yes,24,4,1,80,0,13,2,3,12,8,5,9
28,No,Travel_Frequently,1383,Sales,20,3,Life Sciences,1,293,4,Female,41,3,2,Sales Executive,4,Single,12981,2137,1,Y,No,15,3,4,80,0,8,2,3,8,7,0,8
52,No,Travel_Rarely,119,Research & Development,8,4,Life Sciences,1,296,2,Male,72,3,3,Research Director,4,Married,17490,8007,5,Y,No,18,4,1,80,2,17,5,1,11,9,4,8
31,Yes,Travel_Rarely,249,Research & Development,3,3,Technical Degree,1,297,4,Female,87,3,1,Research Scientist,3,Single,5657,17759,5,Y,Yes,12,3,2,80,0,9,5,2,6,2,0,5
42,No,Travel_Rarely,1247,Sales,6,3,Life Sciences,1,298,4,Female,60,3,3,Manager,2,Single,18591,8635,3,Y,Yes,20,3,4,80,0,17,3,2,2,0,0,1
31,Yes,Travel_Frequently,1034,Sales,26,4,Marketing,1,299,3,Female,70,3,2,Sales Executive,3,Single,9696,19730,5,Y,No,16,4,3,80,0,10,5,1,7,3,0,2
30,Yes,Travel_Rarely,1299,Research & Development,1,3,Technical Degree,1,300,3,Male,53,3,1,Research Scientist,3,Single,5058,16375,0,Y,No,15,3,3,80,0,8,1,3,7,2,1,6
46,No,Non-Travel,430,Sales,6,3,Medical,1,302,4,Female,63,3,3,Sales Executive,3,Single,13865,9983,6,Y,Yes,14,3,4,80,0,24,2,3,20,7,12,9
55,No,Travel_Rarely,1261,Sales,3,3,Marketing,1,303,4,Female,61,3,2,Sales Executive,2,Married,8940,11757,2,Y,No,15,3,2,80,1,17,4,3,7,2,0,6
37,No,Travel_Rarely,1145,Research & Development,5,2,Life Sciences,1,304,4,Male,75,2,2,Laboratory Technician,2,Single,8914,11677,8,Y,No,17,3,4,80,0,17,3,3,14,11,3,8
34,No,Travel_Rarely,691,Research & Development,4,4,Medical,1,305,3,Female,69,2,1,Research Scientist,4,Married,5622,25761,6,Y,No,22,3,3,80,0,8,3,3,4,2,1,2
38,No,Travel_Frequently,413,Research & Development,11,3,Other,1,306,2,Male,60,3,3,Research Director,3,Divorced,17185,15146,1,Y,Yes,16,3,3,80,3,11,1,3,11,8,0,8
39,No,Travel_Rarely,1448,Sales,3,3,Life Sciences,1,307,1,Male,88,3,3,Sales Executive,4,Divorced,15609,6645,0,Y,No,14,3,3,80,2,18,6,3,17,10,5,14
32,No,Non-Travel,967,Research & Development,1,4,Medical,1,308,3,Male,75,2,2,Manufacturing Director,3,Married,7345,19294,0,Y,No,13,3,1,80,1,7,2,3,6,4,1,5
60,No,Travel_Rarely,810,Research & Development,3,3,Life Sciences,1,309,3,Male,40,3,1,Research Scientist,2,Married,5177,19281,3,Y,No,18,3,3,80,1,8,6,3,2,0,0,1
38,No,Travel_Frequently,448,Sales,4,4,Marketing,1,311,1,Male,70,3,1,Sales Representative,2,Divorced,5793,5197,4,Y,No,18,3,4,80,1,14,2,3,10,8,5,9
30,No,Travel_Frequently,1117,Sales,1,1,Medical,1,312,2,Female,99,3,3,Sales Executive,3,Married,12918,3300,1,Y,No,16,3,3,80,1,12,5,4,12,10,4,2
36,No,Travel_Frequently,805,Sales,1,3,Marketing,1,314,3,Female,34,3,3,Sales Executive,2,Single,13789,2819,1,Y,No,16,3,3,80,0,11,3,3,11,7,0,9
30,Yes,Travel_Rarely,1018,Research & Development,18,1,Medical,1,315,3,Male,44,3,1,Research Scientist,4,Single,5389,6319,1,Y,Yes,14,4,3,80,0,5,3,3,5,3,0,2
53,No,Travel_Rarely,141,Research & Development,2,3,Life Sciences,1,316,3,Female,56,3,1,Laboratory Technician,4,Single,6212,21777,7,Y,No,16,3,1,80,0,7,3,3,3,2,2,3
43,No,Travel_Rarely,125,Research & Development,4,2,Technical Degree,1,319,3,Male,74,2,4,Manager,3,Married,24732,9606,1,Y,No,13,3,2,80,0,23,3,2,23,17,11,16
60,No,Travel_Rarely,314,Human Resources,6,2,Medical,1,321,2,Male,30,2,2,Human Resources,4,Married,5267,8302,8,Y,No,18,3,3,80,0,8,2,4,3,2,2,3
51,No,Travel_Rarely,1346,Sales,1,4,Medical,1,323,4,Female,78,3,4,Manager,4,Divorced,25017,24619,3,Y,No,13,3,2,80,1,33,3,3,8,0,0,7
34,Yes,Travel_Rarely,575,Research & Development,14,3,Medical,1,325,3,Male,92,3,1,Laboratory Technician,3,Married,5436,11179,5,Y,Yes,14,3,2,80,1,9,2,3,6,4,0,5
44,No,Travel_Rarely,515,Sales,16,3,Marketing,1,327,4,Female,79,3,4,Manager,3,Married,21564,23213,5,Y,Yes,24,3,3,80,1,23,3,2,18,13,1,10
34,Yes,Travel_Rarely,408,Research & Development,2,2,Life Sciences,1,328,1,Female,43,3,1,Laboratory Technician,2,Married,5707,9262,7,Y,No,21,3,3,80,0,14,3,3,10,7,1,8
53,No,Non-Travel,464,Sales,2,4,Life Sciences,1,329,1,Male,42,3,4,Manager,3,Single,24568,4933,1,Y,Yes,20,3,3,80,0,34,2,3,34,7,15,13
33,No,Travel_Rarely,829,Sales,4,2,Life Sciences,1,330,3,Female,75,3,1,Sales Representative,3,Married,6931,14034,2,Y,No,12,4,4,80,1,7,5,1,5,3,1,3
33,Yes,Travel_Rarely,452,Research & Development,1,3,Life Sciences,1,331,4,Male,73,3,1,Laboratory Technician,1,Single,6730,15000,0,Y,Yes,15,3,3,80,0,5,2,2,4,2,1,3
40,No,Travel_Rarely,809,Research & Development,1,4,Medical,1,332,3,Female,47,3,1,Laboratory Technician,3,Divorced,5232,3142,7,Y,No,15,3,2,80,3,8,1,2,4,2,1,3
33,No,Non-Travel,376,Sales,26,4,Marketing,1,333,3,Male,65,2,2,Sales Executive,4,Married,7465,19920,0,Y,No,19,3,4,80,0,5,2,2,4,2,2,3
42,No,Travel_Rarely,422,Research & Development,19,2,Life Sciences,1,334,3,Male,35,3,2,Research Scientist,3,Divorced,6072,22887,2,Y,No,17,4,4,80,2,18,2,3,2,0,0,1
41,No,Travel_Rarely,216,Research & Development,24,2,Technical Degree,1,335,1,Male,83,3,2,Research Scientist,1,Divorced,6319,5118,1,Y,No,18,3,4,80,2,10,3,3,10,8,4,8
46,No,Travel_Rarely,699,Research & Development,1,3,Other,1,336,3,Male,49,3,4,Manager,4,Married,24702,20251,0,Y,No,13,3,2,80,1,26,2,3,25,0,1,8
32,No,Travel_Frequently,341,Research & Development,3,4,Medical,1,337,2,Male,59,3,3,Research Director,4,Married,18675,13514,9,Y,No,14,3,4,80,1,10,3,3,3,2,2,3
34,No,Travel_Rarely,130,Research & Development,5,4,Life Sciences,1,338,3,Female,78,2,1,Research Scientist,2,Married,5911,4303,1,Y,No,14,3,4,80,1,3,2,3,3,2,0,3
35,No,Travel_Rarely,1318,Research & Development,2,4,Life Sciences,1,339,4,Male,48,2,2,Manufacturing Director,4,Married,8957,15417,6,Y,No,14,3,1,80,1,14,3,2,12,9,5,10
38,No,Travel_Rarely,1127,Research & Development,1,2,Medical,1,340,3,Female,95,3,1,Research Scientist,1,Married,6920,14961,2,Y,No,15,3,4,80,1,18,2,4,4,1,0,3
46,No,Travel_Frequently,506,Research & Development,7,4,Life Sciences,1,341,1,Male,48,3,2,Manufacturing Director,2,Married,9434,16090,4,Y,No,18,4,4,80,1,10,1,3,4,2,0,3
38,Yes,Travel_Frequently,140,Research & Development,10,3,Medical,1,342,1,Male,50,3,3,Manufacturing Director,3,Divorced,15048,5949,6,Y,No,13,3,1,80,2,18,5,2,2,0,0,1
40,No,Travel_Frequently,188,Research & Development,2,4,Technical Degree,1,343,3,Female,82,2,2,Healthcare Representative,1,Single,13938,6698,0,Y,No,26,3,3,80,0,21,1,2,20,6,11,9
30,No,Travel_Rarely,602,Research & Development,15,3,Life Sciences,1,346,3,Male,62,3,1,Research Scientist,2,Married,5340,5626,1,Y,No,20,3,3,80,0,7,1,3,7,5,1,6
43,No,Travel_Rarely,408,Research & Development,17,2,Life Sciences,1,347,4,Female,33,3,2,Research Scientist,3,Single,9545,23428,3,Y,Yes,14,3,4,80,0,11,1,3,4,2,0,3
30,No,Travel_Rarely,195,Sales,20,2,Marketing,1,349,4,Male,57,3,2,Sales Executive,3,Divorced,9931,12392,2,Y,No,15,3,2,80,1,11,2,3,4,2,0,3
26,No,Travel_Rarely,559,Research & Development,1,3,Life Sciences,1,350,1,Female,88,3,2,Manufacturing Director,4,Married,7898,6110,0,Y,No,13,3,4,80,2,6,3,2,5,2,1,3
43,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,351,4,Female,49,2,1,Laboratory Technician,2,Divorced,5593,12090,0,Y,Yes,12,3,4,80,1,11,4,2,10,6,7,9
41,No,Travel_Rarely,194,Research & Development,2,2,Medical,1,352,1,Male,66,3,5,Research Director,4,Divorced,28436,17056,0,Y,No,24,3,4,80,1,23,5,3,22,7,3,10
52,No,Travel_Rarely,812,Research & Development,1,3,Life Sciences,1,353,3,Male,77,3,1,Research Scientist,4,Married,5723,25594,1,Y,No,12,3,4,80,0,2,0,3,2,0,0,1
32,Yes,Travel_Frequently,658,Research & Development,29,2,Medical,1,355,3,Male,65,1,1,Laboratory Technician,3,Single,6479,23683,0,Y,No,12,3,3,80,0,7,2,3,6,4,1,5
33,No,Travel_Frequently,1192,Research & Development,7,3,Life Sciences,1,359,2,Male,59,2,1,Laboratory Technician,2,Married,5794,17881,1,Y,No,21,3,3,80,0,6,3,3,6,1,0,4
39,No,Non-Travel,1198,Sales,2,2,Life Sciences,1,361,4,Male,42,3,2,Sales Executive,2,Married,8249,10415,3,Y,No,19,4,3,80,1,14,0,4,9,7,7,6
33,No,Travel_Rarely,1327,Research & Development,2,1,Technical Degree,1,362,4,Male,30,2,2,Laboratory Technician,4,Single,5176,20471,4,Y,No,14,3,2,80,0,10,5,3,7,2,0,5
47,No,Travel_Rarely,621,Sales,2,3,Technical Degree,1,363,3,Female,52,2,4,Manager,3,Married,22372,20364,3,Y,Yes,14,3,3,80,1,29,2,2,8,7,7,8
29,Yes,Travel_Rarely,1084,Research & Development,2,4,Life Sciences,1,364,1,Male,91,3,1,Laboratory Technician,2,Single,6485,19239,2,Y,No,12,3,4,80,0,6,5,3,1,0,0,1
30,No,Travel_Rarely,210,Sales,2,3,Medical,1,366,1,Male,30,3,2,Sales Executive,4,Married,9644,15682,2,Y,No,20,3,2,80,2,11,2,3,1,0,0,1
32,No,Travel_Rarely,1231,Research & Development,23,3,Medical,1,367,2,Male,100,4,5,Healthcare Representative,3,Married,14582,13939,0,Y,No,26,3,4,80,1,11,2,3,10,0,7,9
26,No,Non-Travel,1324,Research & Development,5,2,Life Sciences,1,369,2,Male,84,3,1,Healthcare Representative,1,Divorced,7000,7346,1,Y,No,13,3,1,80,2,7,2,3,7,3,1,6
46,No,Travel_Rarely,889,Research & Development,20,2,Medical,1,372,3,Male,65,3,1,Healthcare Representative,3,Married,16496,4051,0,Y,Yes,15,4,4,80,0,22,2,3,21,7,4,11
37,No,Travel_Rarely,635,Research & Development,6,3,Life Sciences,1,373,4,Male,70,3,1,Laboratory Technician,1,Married,6210,9752,0,Y,No,12,3,4,80,1,17,4,3,16,13,10,12
56,No,Travel_Rarely,688,Research & Development,1,3,Medical,1,374,4,Male,51,1,4,Manager,4,Single,24545,10022,0,Y,Yes,16,4,4,80,0,38,2,3,37,10,4,14
48,Yes,Non-Travel,1401,Research & Development,29,4,Life Sciences,1,376,1,Male,31,4,3,Manager,3,Married,16849,6054,1,Y,Yes,14,3,1,80,1,11,2,2,11,7,9,10
29,No,Travel_Rarely,1329,Research & Development,9,3,Medical,1,377,4,Male,48,3,1,Research Scientist,3,Married,5070,5431,1,Y,No,24,3,1,80,1,6,3,3,6,2,0,5
38,No,Travel_Rarely,1146,Sales,6,4,Medical,1,378,3,Male,40,2,1,Sales Executive,3,Married,9502,14922,4,Y,No,15,3,3,80,1,8,5,3,6,4,0,2
22,No,Travel_Rarely,1327,Research & Development,3,2,Medical,1,379,4,Male,33,2,1,Research Scientist,4,Single,6230,18264,1,Y,No,18,4,1,80,0,4,4,3,4,2,1,1
38,No,Non-Travel,713,Research & Development,1,4,Medical,1,380,1,Female,51,3,3,Research Director,3,Divorced,18603,22087,2,Y,Yes,20,3,4,80,2,16,2,3,6,2,0,3
36,No,Travel_Rarely,304,Research & Development,22,3,Life Sciences,1,381,2,Female,43,3,3,Manager,2,Divorced,16996,23785,7,Y,No,20,3,2,80,1,11,6,3,8,7,6,3
39,No,Travel_Rarely,586,Sales,7,2,Medical,1,382,1,Female,86,3,2,Sales Executive,3,Divorced,8605,24440,1,Y,Yes,25,3,3,80,1,9,3,2,9,0,7,8
27,No,Travel_Frequently,944,Research & Development,1,3,Life Sciences,1,384,3,Female,98,3,2,Manufacturing Director,3,Divorced,9397,10056,1,Y,No,21,3,2,80,1,7,6,2,7,5,1,5
51,No,Travel_Rarely,134,Research & Development,4,1,Life Sciences,1,385,1,Male,37,2,4,Research Director,4,Divorced,24644,24668,3,Y,No,16,4,3,80,2,29,4,2,11,4,1,7
54,No,Travel_Rarely,1332,Research & Development,3,4,Medical,1,386,3,Male,95,3,4,Research Director,4,Married,23084,21816,3,Y,Yes,18,4,3,80,3,22,5,2,6,3,1,4
43,No,Travel_Rarely,1105,Sales,1,1,Life Sciences,1,387,2,Male,79,4,2,Sales Executive,4,Married,7907,8232,1,Y,No,26,3,3,80,0,21,3,2,21,16,11,7
30,No,Travel_Frequently,142,Sales,2,2,Life Sciences,1,388,2,Male,85,3,2,Sales Executive,2,Single,7554,2671,1,Y,No,19,4,4,80,0,11,3,2,11,7,0,10
56,No,Travel_Rarely,994,Research & Development,20,2,Technical Degree,1,389,2,Male,58,3,2,Laboratory Technician,2,Married,8415,23814,3,Y,Yes,20,3,3,80,1,13,4,2,11,7,0,9
27,No,Travel_Frequently,1319,Research & Development,11,2,Medical,1,390,1,Male,52,3,4,Healthcare Representative,4,Married,10241,11924,1,Y,Yes,15,3,4,80,1,6,3,3,6,3,3,4
38,No,Travel_Rarely,756,Research & Development,1,3,Life Sciences,1,391,4,Female,62,3,1,Research Scientist,3,Married,5115,13436,1,Y,No,13,3,1,80,0,18,3,3,18,12,5,8
45,Yes,Travel_Frequently,489,Research & Development,24,3,Life Sciences,1,392,4,Male,70,2,1,Laboratory Technician,3,Divorced,6161,16177,3,Y,Yes,23,4,3,80,1,20,0,3,2,0,0,1
39,No,Travel_Rarely,890,Research & Development,23,4,Life Sciences,1,393,4,Male,32,1,2,Healthcare Representative,4,Divorced,8745,9241,9,Y,No,15,3,3,80,1,11,2,3,3,2,1,3
27,Yes,Travel_Rarely,302,Research & Development,16,4,Medical,1,394,1,Male,86,3,1,Laboratory Technician,3,Married,5373,21016,2,Y,Yes,14,3,1,80,1,6,2,1,4,2,0,3
29,No,Travel_Rarely,1225,Research & Development,8,2,Life Sciences,1,395,4,Female,43,3,1,Research Scientist,2,Single,6310,18384,1,Y,No,22,3,4,80,0,6,3,3,6,3,0,3
50,No,Travel_Frequently,1339,Research & Development,10,4,Life Sciences,1,396,3,Female,96,2,5,Research Director,4,Single,27665,26589,9,Y,Yes,16,3,3,80,0,23,4,3,4,2,1,3
37,No,Travel_Rarely,1469,Research & Development,3,3,Technical Degree,1,397,3,Male,41,3,2,Research Scientist,3,Single,7485,9647,4,Y,No,13,3,4,80,0,11,2,3,9,0,7,8
32,No,Travel_Frequently,1354,Sales,5,3,Marketing,1,399,4,Female,53,3,1,Sales Representative,3,Divorced,5789,12932,1,Y,No,12,3,3,80,1,3,5,4,3,2,2,3
27,Yes,Travel_Rarely,470,Sales,4,4,Marketing,1,401,4,Male,96,3,2,Sales Executive,4,Single,8828,6927,1,Y,Yes,13,4,3,80,0,9,0,1,9,7,7,5
38,No,Travel_Frequently,102,Research & Development,9,3,Medical,1,403,2,Male,74,2,1,Research Scientist,3,Married,5326,20206,1,Y,Yes,13,3,4,80,3,5,3,3,5,2,1,3
43,No,Travel_Frequently,548,Sales,26,3,Marketing,1,404,3,Female,49,2,4,Sales Executive,3,Married,19025,22722,5,Y,No,16,3,3,80,1,24,2,3,21,4,4,9
19,Yes,Travel_Rarely,906,Research & Development,3,3,Life Sciences,1,405,3,Male,53,4,1,Laboratory Technician,3,Married,4420,5711,1,Y,No,14,3,4,80,0,1,2,3,1,0,0,1
36,No,Travel_Rarely,319,Sales,16,3,Marketing,1,406,3,Male,81,2,3,Sales Executive,3,Married,13020,20925,0,Y,No,17,3,3,80,2,13,3,3,12,9,6,10
37,No,Travel_Frequently,317,Research & Development,18,4,Life Sciences,1,407,3,Male,71,3,1,Laboratory Technician,3,Married,6688,19124,4,Y,No,19,4,4,80,2,5,2,4,2,0,0,1
52,No,Travel_Rarely,920,Research & Development,2,3,Medical,1,408,4,Male,75,3,2,Manufacturing Director,3,Divorced,8482,8552,5,Y,No,19,3,2,80,1,14,3,3,5,1,1,3
42,No,Travel_Rarely,471,Sales,2,4,Life Sciences,1,410,4,Male,96,3,4,Manager,4,Single,21515,17783,1,Y,No,21,3,4,80,0,23,2,3,23,10,0,5
19,No,Travel_Rarely,562,Sales,10,3,Medical,1,411,4,Female,98,3,1,Sales Representative,3,Single,4200,24737,1,Y,No,13,4,3,80,0,1,2,3,1,0,0,1
29,No,Travel_Rarely,477,Research & Development,16,2,Medical,1,412,2,Male,77,2,2,Healthcare Representative,3,Single,8661,10110,0,Y,No,20,3,3,80,0,10,2,3,9,3,0,8
32,No,Travel_Rarely,217,Sales,7,3,Technical Degree,1,416,2,Male,73,3,2,Sales Executive,4,Married,9929,7507,4,Y,No,12,3,4,80,1,11,3,4,9,7,7,8
40,No,Travel_Rarely,343,Research & Development,1,3,Medical,1,417,3,Male,42,1,4,Healthcare Representative,3,Divorced,15113,2975,0,Y,No,19,3,4,80,3,20,5,4,19,10,3,8
37,No,Non-Travel,928,Research & Development,24,4,Life Sciences,1,419,2,Female,42,3,2,Laboratory Technician,4,Married,8674,22002,7,Y,No,16,3,4,80,1,12,3,3,10,8,0,9
33,No,Travel_Rarely,1427,Sales,7,3,Life Sciences,1,420,4,Male,52,3,2,Sales Executive,4,Married,8484,18686,1,Y,No,15,3,1,80,1,14,3,3,14,8,4,9
39,No,Travel_Rarely,746,Research & Development,25,2,Life Sciences,1,421,1,Female,34,4,3,Research Director,3,Married,17061,25527,3,Y,No,19,3,4,80,1,20,2,3,11,8,0,2
59,No,Non-Travel,290,Research & Development,1,4,Life Sciences,1,422,4,Male,77,3,2,Healthcare Representative,2,Divorced,8660,6881,2,Y,Yes,14,3,3,80,1,13,2,3,6,3,1,3
32,No,Travel_Rarely,922,Research & Development,5,4,Technical Degree,1,423,3,Male,100,2,1,Research Scientist,3,Married,7821,15986,0,Y,Yes,13,3,4,80,1,7,4,2,6,2,0,4
32,No,Travel_Rarely,1305,Human Resources,2,3,Human Resources,1,424,1,Male,81,3,5,Human Resources,3,Married,15410,19191,3,Y,No,17,3,1,80,0,10,1,4,3,2,1,1
46,No,Travel_Frequently,252,Research & Development,7,3,Life Sciences,1,425,1,Male,79,3,2,Laboratory Technician,2,Divorced,8210,16900,1,Y,No,19,3,4,80,1,25,2,4,25,9,9,12
32,No,Travel_Rarely,1413,Research & Development,2,4,Life Sciences,1,426,3,Male,57,4,1,Research Scientist,1,Married,5695,19609,0,Y,Yes,19,3,3,80,1,4,2,3,3,2,2,3
34,No,Travel_Frequently,1033,Research & Development,5,4,Life Sciences,1,428,4,Female,44,3,3,Manager,4,Married,16878,19373,6,Y,No,13,3,2,80,2,13,2,3,11,6,8,9
40,No,Travel_Rarely,441,Research & Development,10,1,Medical,1,429,3,Male,48,3,4,Manager,4,Married,22568,10919,1,Y,Yes,16,3,2,80,0,22,3,3,22,9,11,11
44,No,Travel_Frequently,924,Research & Development,10,4,Life Sciences,1,430,3,Female,94,2,1,Laboratory Technician,2,Single,5455,18775,0,Y,No,20,3,4,80,0,10,5,3,9,7,1,8
50,No,Travel_Rarely,1334,Research & Development,1,2,Technical Degree,1,431,3,Female,35,3,4,Healthcare Representative,4,Married,19464,22107,7,Y,Yes,14,3,2,80,0,26,2,3,8,1,0,8
53,Yes,Travel_Rarely,1214,Research & Development,8,4,Medical,1,433,3,Male,71,2,2,Research Scientist,3,Married,7941,20989,2,Y,No,16,4,2,80,0,12,3,3,9,2,7,8
28,No,Travel_Rarely,185,Research & Development,5,3,Life Sciences,1,434,3,Female,39,3,1,Research Scientist,3,Single,5478,9945,1,Y,Yes,13,3,2,80,0,5,2,3,5,3,1,3
33,No,Travel_Rarely,422,Sales,8,2,Technical Degree,1,436,3,Female,84,3,2,Sales Executive,3,Married,8228,9100,1,Y,Yes,12,4,4,80,0,14,2,3,14,12,11,10
28,No,Travel_Rarely,427,Sales,2,3,Life Sciences,1,437,4,Male,99,4,2,Sales Executive,2,Single,7478,25549,1,Y,Yes,12,4,3,80,0,6,3,2,6,4,0,5
32,No,Travel_Rarely,556,Sales,7,3,Marketing,1,438,4,Male,83,2,2,Sales Executive,1,Divorced,10547,18659,4,Y,No,13,3,2,80,3,14,3,2,8,7,1,8
33,No,Travel_Rarely,1362,Research & Development,2,4,Medical,1,439,1,Female,52,3,2,Research Scientist,3,Single,8055,21146,7,Y,No,17,3,4,80,0,11,0,3,8,7,0,8
29,Yes,Travel_Rarely,546,Research & Development,2,4,Medical,1,440,1,Male,57,4,1,Research Scientist,3,Married,6464,22825,5,Y,Yes,14,3,4,80,0,6,4,2,4,2,2,3
31,No,Travel_Rarely,501,Research & Development,28,2,Medical,1,441,4,Female,99,3,2,Research Scientist,3,Married,8775,11373,1,Y,No,14,4,4,80,2,12,2,3,11,8,1,10
32,No,Travel_Frequently,306,Research & Development,7,2,Life Sciences,1,442,3,Female,59,3,3,Manufacturing Director,1,Married,13943,22573,1,Y,No,26,3,1,80,1,11,2,4,11,9,8,10
40,No,Travel_Frequently,982,Research & Development,7,2,Medical,1,444,3,Male,51,4,4,Manager,4,Married,24772,9947,1,Y,No,17,4,3,80,1,22,2,3,22,9,13,4
40,Yes,Travel_Rarely,719,Sales,3,2,Medical,1,445,4,Female,74,2,2,Sales Executive,4,Married,8238,18437,4,Y,Yes,19,3,4,80,0,13,3,2,2,0,0,1
34,No,Travel_Frequently,395,Sales,10,3,Marketing,1,446,2,Male,97,3,2,Sales Executive,2,Single,7682,10781,3,Y,No,15,4,3,80,0,10,6,3,8,7,0,2
48,No,Travel_Rarely,583,Research & Development,5,5,Life Sciences,1,447,4,Male,56,3,5,Research Director,4,Married,27300,17872,4,Y,No,16,3,3,80,1,22,2,2,4,2,1,2
44,No,Travel_Frequently,1207,Research & Development,10,4,Life Sciences,1,448,3,Female,100,2,2,Laboratory Technician,3,Divorced,8257,17725,1,Y,No,12,4,4,80,1,10,3,3,10,7,0,1
28,No,Non-Travel,813,Sales,1,1,Marketing,1,449,3,Male,72,2,1,Sales Executive,4,Married,9349,23978,0,Y,Yes,14,3,2,80,1,7,0,2,6,4,1,5
55,No,Travel_Frequently,1195,Research & Development,20,4,Life Sciences,1,450,4,Female,95,3,2,Research Scientist,1,Single,7869,7389,3,Y,No,13,3,3,80,0,21,4,3,5,3,0,4
44,No,Travel_Rarely,928,Research & Development,7,3,Life Sciences,1,451,3,Female,85,3,2,Healthcare Representative,2,Married,12985,26894,8,Y,No,17,3,2,80,1,11,1,4,2,0,0,1
46,No,Travel_Rarely,1091,Research & Development,8,4,Other,1,452,4,Male,99,2,2,Research Scientist,3,Married,6697,11533,9,Y,No,15,3,2,80,2,13,3,3,11,9,9,9
41,No,Travel_Rarely,505,Sales,1,2,Medical,1,453,2,Male,66,2,2,Sales Executive,4,Married,10457,5543,2,Y,Yes,23,3,3,80,3,7,2,4,5,3,0,3
30,Yes,Travel_Rarely,854,Research & Development,8,4,Other,1,454,2,Male,37,3,1,Laboratory Technician,1,Married,5119,11439,1,Y,Yes,12,3,2,80,0,8,4,3,8,7,0,8
30,No,Travel_Rarely,991,Research & Development,9,5,Other,1,455,2,Male,84,3,1,Laboratory Technician,3,Single,6983,25657,0,Y,No,18,3,2,80,0,5,2,4,4,2,2,3
31,No,Travel_Rarely,1111,Sales,5,3,Marketing,1,456,4,Female,98,4,2,Sales Executive,1,Divorced,9118,11411,1,Y,No,14,3,3,80,3,11,2,3,11,9,1,3
28,No,Travel_Rarely,443,Sales,8,4,Marketing,1,458,2,Female,75,2,2,Sales Executive,4,Married,9214,22812,1,Y,No,19,3,2,80,1,9,3,3,9,7,0,8
38,No,Travel_Rarely,1240,Research & Development,5,2,Medical,1,460,4,Male,64,2,2,Manufacturing Director,4,Divorced,9347,8863,7,Y,No,17,3,4,80,2,9,2,3,7,2,0,5
